name,lat,lon,投票区名,URL
063-8上柚木公園内野球場前児童遊園植込,35.61752972,139.3667719,南大沢第四,https://www.google.com/maps/dir/?api=1&destination=35.61752972%2C139.3667719
064-1板木会館東側,35.61356194,139.35863,南大沢第五,https://www.google.com/maps/dir/?api=1&destination=35.61356194%2C139.35863
064-2パークフィーネ南大沢一番館前,35.61043444,139.3669414,南大沢第五,https://www.google.com/maps/dir/?api=1&destination=35.61043444%2C139.3669414
064-3絹の道一番街北側,35.6130725,139.3667817,南大沢第五,https://www.google.com/maps/dir/?api=1&destination=35.6130725%2C139.3667817
064-4宮上駐在所西側植込前壁面,35.61288,139.3682458,南大沢第五,https://www.google.com/maps/dir/?api=1&destination=35.61288%2C139.3682458
064-5鑓水中学校東,35.61307917,139.3606492,南大沢第五,https://www.google.com/maps/dir/?api=1&destination=35.61307917%2C139.3606492
064-6鑓水小学校北西側,35.61390278,139.3633553,南大沢第五,https://www.google.com/maps/dir/?api=1&destination=35.61390278%2C139.3633553
064-7鑓水公園西側入口脇,35.61084694,139.3599775,南大沢第五,https://www.google.com/maps/dir/?api=1&destination=35.61084694%2C139.3599775
065-1信号「由木西小入口」前,35.61568167,139.3619656,南大沢第六,https://www.google.com/maps/dir/?api=1&destination=35.61568167%2C139.3619656
065-2鑓水公会堂前,35.61730917,139.3546258,南大沢第六,https://www.google.com/maps/dir/?api=1&destination=35.61730917%2C139.3546258
065-3鑓水まちの広場南側フェンス前,35.61637889,139.3552381,南大沢第六,https://www.google.com/maps/dir/?api=1&destination=35.61637889%2C139.3552381
065-4多摩美術大学入口東側,35.61325139,139.3506025,南大沢第六,https://www.google.com/maps/dir/?api=1&destination=35.61325139%2C139.3506025
065-5信号「多摩美大西」東方先,35.61351778,139.3482733,南大沢第六,https://www.google.com/maps/dir/?api=1&destination=35.61351778%2C139.3482733
